,Regione,Tipo Ateneo,Sesso,Corso di laurea,Anno,Value
23725,Lazio,pubblica,femmine,architettura,2014,259
23726,Lazio,pubblica,femmine,architettura,2015,259
23727,Lazio,pubblica,femmine,architettura,2016,243
23728,Lazio,pubblica,femmine,architettura,2017,238
23729,Lazio,pubblica,femmine,architettura,2008,1283
23730,Lazio,pubblica,femmine,architettura,2009,922
23731,Lazio,pubblica,femmine,architettura,2010,903
23732,Lazio,pubblica,femmine,architettura,2011,863
23733,Lazio,pubblica,femmine,architettura,2012,595
23734,Lazio,pubblica,femmine,architettura,2013,509
23735,Lazio,pubblica,femmine,architettura,2014,530
23736,Lazio,pubblica,femmine,architettura,2015,588
23737,Lazio,pubblica,femmine,architettura,2016,547
23738,Lazio,pubblica,femmine,architettura,2017,564
23769,Lazio,privata,maschi,architettura,2008,119
23770,Lazio,privata,maschi,architettura,2009,93
23771,Lazio,privata,maschi,architettura,2010,108
23772,Lazio,privata,maschi,architettura,2011,126
23773,Lazio,privata,maschi,architettura,2012,26
23774,Lazio,privata,maschi,architettura,2013,18
23775,Lazio,privata,maschi,architettura,2014,21
23776,Lazio,privata,maschi,architettura,2015,21
23777,Lazio,privata,maschi,architettura,2016,13
23778,Lazio,privata,maschi,architettura,2017,10
23779,Lazio,privata,maschi,architettura,2008,119
23780,Lazio,privata,maschi,architettura,2009,93
23781,Lazio,privata,maschi,architettura,2010,108
23782,Lazio,privata,maschi,architettura,2011,126
23783,Lazio,privata,maschi,architettura,2012,26
23784,Lazio,privata,maschi,architettura,2013,18
23785,Lazio,privata,maschi,architettura,2014,21
23786,Lazio,privata,maschi,architettura,2015,21
23787,Lazio,privata,maschi,architettura,2016,13
23788,Lazio,privata,maschi,architettura,2017,10
23789,Lazio,privata,femmine,architettura,2008,9
23790,Lazio,privata,femmine,architettura,2009,10
23791,Lazio,privata,femmine,architettura,2010,15
23792,Lazio,privata,femmine,architettura,2011,31
23793,Lazio,privata,femmine,architettura,2012,21
23794,Lazio,privata,femmine,architettura,2013,19
23795,Lazio,privata,femmine,architettura,2014,10
23796,Lazio,privata,femmine,architettura,2015,14
23797,Lazio,privata,femmine,architettura,2016,19
23798,Lazio,privata,femmine,architettura,2017,26
23799,Lazio,privata,femmine,architettura,2008,9
23800,Lazio,privata,femmine,architettura,2009,10
23801,Lazio,privata,femmine,architettura,2010,15
23802,Lazio,privata,femmine,architettura,2011,31
23803,Lazio,privata,femmine,architettura,2012,21
23804,Lazio,privata,femmine,architettura,2013,19
23805,Lazio,privata,femmine,architettura,2014,10
23806,Lazio,privata,femmine,architettura,2015,14
23807,Lazio,privata,femmine,architettura,2016,19
23808,Lazio,privata,femmine,architettura,2017,26
24099,Abruzzo,pubblica,maschi,architettura,2008,164
24100,Abruzzo,pubblica,maschi,architettura,2009,146
24101,Abruzzo,pubblica,maschi,architettura,2010,118
24102,Abruzzo,pubblica,maschi,architettura,2011,111
24103,Abruzzo,pubblica,maschi,architettura,2012,141
24104,Abruzzo,pubblica,maschi,architettura,2013,93
24105,Abruzzo,pubblica,maschi,architettura,2014,106
24106,Abruzzo,pubblica,maschi,architettura,2015,84
24107,Abruzzo,pubblica,maschi,architettura,2016,59
24108,Abruzzo,pubblica,maschi,architettura,2017,149
24109,Abruzzo,pubblica,maschi,architettura,2008,125
24110,Abruzzo,pubblica,maschi,architettura,2009,127
24111,Abruzzo,pubblica,maschi,architettura,2010,112
24112,Abruzzo,pubblica,maschi,architettura,2011,112
24113,Abruzzo,pubblica,maschi,architettura,2012,109
24114,Abruzzo,pubblica,maschi,architettura,2013,70
24115,Abruzzo,pubblica,maschi,architettura,2014,93
24116,Abruzzo,pubblica,maschi,architettura,2015,70
24117,Abruzzo,pubblica,maschi,architettura,2016,57
24118,Abruzzo,pubblica,maschi,architettura,2017,72
24119,Abruzzo,pubblica,maschi,architettura,2008,289
24120,Abruzzo,pubblica,maschi,architettura,2009,273
24121,Abruzzo,pubblica,maschi,architettura,2010,230
24122,Abruzzo,pubblica,maschi,architettura,2011,223
24123,Abruzzo,pubblica,maschi,architettura,2012,250
24124,Abruzzo,pubblica,maschi,architettura,2013,163
24125,Abruzzo,pubblica,maschi,architettura,2014,199
24126,Abruzzo,pubblica,maschi,architettura,2015,154
24127,Abruzzo,pubblica,maschi,architettura,2016,116
24128,Abruzzo,pubblica,maschi,architettura,2017,221
24129,Abruzzo,pubblica,femmine,architettura,2008,112
24130,Abruzzo,pubblica,femmine,architettura,2009,116
24131,Abruzzo,pubblica,femmine,architettura,2010,90
24132,Abruzzo,pubblica,femmine,architettura,2011,93
24133,Abruzzo,pubblica,femmine,architettura,2012,108
24134,Abruzzo,pubblica,femmine,architettura,2013,85
24135,Abruzzo,pubblica,femmine,architettura,2014,67
24136,Abruzzo,pubblica,femmine,architettura,2015,38
24137,Abruzzo,pubblica,femmine,architettura,2016,33
24138,Abruzzo,pubblica,femmine,architettura,2017,235
24139,Abruzzo,pubblica,femmine,architettura,2008,155
24140,Abruzzo,pubblica,femmine,architettura,2009,176
24141,Abruzzo,pubblica,femmine,architettura,2010,163
24142,Abruzzo,pubblica,femmine,architettura,2011,163
24143,Abruzzo,pubblica,femmine,architettura,2012,144
24144,Abruzzo,pubblica,femmine,architettura,2013,121
24145,Abruzzo,pubblica,femmine,architettura,2014,114
24146,Abruzzo,pubblica,femmine,architettura,2015,123
24147,Abruzzo,pubblica,femmine,architettura,2016,91
24148,Abruzzo,pubblica,femmine,architettura,2017,89
24149,Abruzzo,pubblica,femmine,architettura,2008,267
24150,Abruzzo,pubblica,femmine,architettura,2009,292
24151,Abruzzo,pubblica,femmine,architettura,2010,253
24152,Abruzzo,pubblica,femmine,architettura,2011,256
24153,Abruzzo,pubblica,femmine,architettura,2012,252
24154,Abruzzo,pubblica,femmine,architettura,2013,206
24155,Abruzzo,pubblica,femmine,architettura,2014,181
24156,Abruzzo,pubblica,femmine,architettura,2015,161
24157,Abruzzo,pubblica,femmine,architettura,2016,124
24158,Abruzzo,pubblica,femmine,architettura,2017,324
24279,Molise,pubblica,maschi,architettura,2008,61
24280,Molise,pubblica,maschi,architettura,2009,62
24281,Molise,pubblica,maschi,architettura,2010,55
24282,Molise,pubblica,maschi,architettura,2011,54
24283,Molise,pubblica,maschi,architettura,2012,43
24284,Molise,pubblica,maschi,architettura,2013,25
24285,Molise,pubblica,maschi,architettura,2014,22
24286,Molise,pubblica,maschi,architettura,2015,0
24287,Molise,pubblica,maschi,architettura,2016,0
24288,Molise,pubblica,maschi,architettura,2017,0
24289,Molise,pubblica,maschi,architettura,2008,61
24290,Molise,pubblica,maschi,architettura,2009,62
24291,Molise,pubblica,maschi,architettura,2010,55
24292,Molise,pubblica,maschi,architettura,2011,54
24293,Molise,pubblica,maschi,architettura,2012,43
24294,Molise,pubblica,maschi,architettura,2013,25
24295,Molise,pubblica,maschi,architettura,2014,22
24296,Molise,pubblica,maschi,architettura,2015,0
24297,Molise,pubblica,maschi,architettura,2016,0
24298,Molise,pubblica,maschi,architettura,2017,0
24299,Molise,pubblica,femmine,architettura,2008,18
24300,Molise,pubblica,femmine,architettura,2009,19
24301,Molise,pubblica,femmine,architettura,2010,15
24302,Molise,pubblica,femmine,architettura,2011,20
24303,Molise,pubblica,femmine,architettura,2012,18
24304,Molise,pubblica,femmine,architettura,2013,10
24305,Molise,pubblica,femmine,architettura,2014,8
24306,Molise,pubblica,femmine,architettura,2015,0
24307,Molise,pubblica,femmine,architettura,2016,0
24308,Molise,pubblica,femmine,architettura,2017,0
24309,Molise,pubblica,femmine,architettura,2008,18
24310,Molise,pubblica,femmine,architettura,2009,19
24311,Molise,pubblica,femmine,architettura,2010,15
24312,Molise,pubblica,femmine,architettura,2011,20
24313,Molise,pubblica,femmine,architettura,2012,18
24314,Molise,pubblica,femmine,architettura,2013,10
24315,Molise,pubblica,femmine,architettura,2014,8
24316,Molise,pubblica,femmine,architettura,2015,0
24317,Molise,pubblica,femmine,architettura,2016,0
24318,Molise,pubblica,femmine,architettura,2017,0
24399,Campania,pubblica,maschi,architettura,2008,365
24400,Campania,pubblica,maschi,architettura,2009,354
24401,Campania,pubblica,maschi,architettura,2010,329
24402,Campania,pubblica,maschi,architettura,2011,278
24403,Campania,pubblica,maschi,architettura,2012,219
24404,Campania,pubblica,maschi,architettura,2013,206
24405,Campania,pubblica,maschi,architettura,2014,190
24406,Campania,pubblica,maschi,architettura,2015,149
24407,Campania,pubblica,maschi,architettura,2016,178
24408,Campania,pubblica,maschi,architettura,2017,174
24409,Campania,pubblica,maschi,architettura,2008,191
24410,Campania,pubblica,maschi,architettura,2009,189
24411,Campania,pubblica,maschi,architettura,2010,185
24412,Campania,pubblica,maschi,architettura,2011,237
24413,Campania,pubblica,maschi,architettura,2012,196
24414,Campania,pubblica,maschi,architettura,2013,176
24415,Campania,pubblica,maschi,architettura,2014,176
24416,Campania,pubblica,maschi,architettura,2015,185
24417,Campania,pubblica,maschi,architettura,2016,174
24418,Campania,pubblica,maschi,architettura,2017,168
24419,Campania,pubblica,maschi,architettura,2008,556
24420,Campania,pubblica,maschi,architettura,2009,543
24421,Campania,pubblica,maschi,architettura,2010,514
24422,Campania,pubblica,maschi,architettura,2011,515
24423,Campania,pubblica,maschi,architettura,2012,415
24424,Campania,pubblica,maschi,architettura,2013,382
24425,Campania,pubblica,maschi,architettura,2014,366
24426,Campania,pubblica,maschi,architettura,2015,334
24427,Campania,pubblica,maschi,architettura,2016,352
24428,Campania,pubblica,maschi,architettura,2017,342
24429,Campania,pubblica,femmine,architettura,2008,345
24430,Campania,pubblica,femmine,architettura,2009,385
24431,Campania,pubblica,femmine,architettura,2010,404
24432,Campania,pubblica,femmine,architettura,2011,288
24433,Campania,pubblica,femmine,architettura,2012,286
24434,Campania,pubblica,femmine,architettura,2013,291
24435,Campania,pubblica,femmine,architettura,2014,240
24436,Campania,pubblica,femmine,architettura,2015,277
24437,Campania,pubblica,femmine,architettura,2016,249
24438,Campania,pubblica,femmine,architettura,2017,293
24439,Campania,pubblica,femmine,architettura,2008,259
24440,Campania,pubblica,femmine,architettura,2009,238
24441,Campania,pubblica,femmine,architettura,2010,217
24442,Campania,pubblica,femmine,architettura,2011,219
24443,Campania,pubblica,femmine,architettura,2012,229
24444,Campania,pubblica,femmine,architettura,2013,224
24445,Campania,pubblica,femmine,architettura,2014,232
24446,Campania,pubblica,femmine,architettura,2015,281
24447,Campania,pubblica,femmine,architettura,2016,254
24448,Campania,pubblica,femmine,architettura,2017,238
24449,Campania,pubblica,femmine,architettura,2008,604
24450,Campania,pubblica,femmine,architettura,2009,623
24451,Campania,pubblica,femmine,architettura,2010,621
24452,Campania,pubblica,femmine,architettura,2011,507
24453,Campania,pubblica,femmine,architettura,2012,515
24454,Campania,pubblica,femmine,architettura,2013,515
24455,Campania,pubblica,femmine,architettura,2014,472
24456,Campania,pubblica,femmine,architettura,2015,558
24457,Campania,pubblica,femmine,architettura,2016,503
24458,Campania,pubblica,femmine,architettura,2017,531
24579,Puglia,pubblica,maschi,architettura,2008,175
24580,Puglia,pubblica,maschi,architettura,2009,169
24581,Puglia,pubblica,maschi,architettura,2010,181
24582,Puglia,pubblica,maschi,architettura,2011,184
24583,Puglia,pubblica,maschi,architettura,2012,81
24584,Puglia,pubblica,maschi,architettura,2013,80
24585,Puglia,pubblica,maschi,architettura,2014,55
24586,Puglia,pubblica,maschi,architettura,2015,76
24587,Puglia,pubblica,maschi,architettura,2016,65
24588,Puglia,pubblica,maschi,architettura,2017,86
24589,Puglia,pubblica,maschi,architettura,2008,101
24590,Puglia,pubblica,maschi,architettura,2009,96
24591,Puglia,pubblica,maschi,architettura,2010,108
24592,Puglia,pubblica,maschi,architettura,2011,87
24593,Puglia,pubblica,maschi,architettura,2012,83
24594,Puglia,pubblica,maschi,architettura,2013,62
24595,Puglia,pubblica,maschi,architettura,2014,68
24596,Puglia,pubblica,maschi,architettura,2015,52
24597,Puglia,pubblica,maschi,architettura,2016,61
24598,Puglia,pubblica,maschi,architettura,2017,52
24599,Puglia,pubblica,maschi,architettura,2008,276
24600,Puglia,pubblica,maschi,architettura,2009,265
24601,Puglia,pubblica,maschi,architettura,2010,289
24602,Puglia,pubblica,maschi,architettura,2011,271
24603,Puglia,pubblica,maschi,architettura,2012,164
24604,Puglia,pubblica,maschi,architettura,2013,142
24605,Puglia,pubblica,maschi,architettura,2014,123
24606,Puglia,pubblica,maschi,architettura,2015,128
24607,Puglia,pubblica,maschi,architettura,2016,126
24608,Puglia,pubblica,maschi,architettura,2017,138
24609,Puglia,pubblica,femmine,architettura,2008,131
24610,Puglia,pubblica,femmine,architettura,2009,158
24611,Puglia,pubblica,femmine,architettura,2010,135
24612,Puglia,pubblica,femmine,architettura,2011,134
24613,Puglia,pubblica,femmine,architettura,2012,70
24614,Puglia,pubblica,femmine,architettura,2013,63
24615,Puglia,pubblica,femmine,architettura,2014,60
24616,Puglia,pubblica,femmine,architettura,2015,53
24617,Puglia,pubblica,femmine,architettura,2016,84
24618,Puglia,pubblica,femmine,architettura,2017,79
24619,Puglia,pubblica,femmine,architettura,2008,146
24620,Puglia,pubblica,femmine,architettura,2009,142
24621,Puglia,pubblica,femmine,architettura,2010,142
24622,Puglia,pubblica,femmine,architettura,2011,120
24623,Puglia,pubblica,femmine,architettura,2012,109
24624,Puglia,pubblica,femmine,architettura,2013,111
24625,Puglia,pubblica,femmine,architettura,2014,114
24626,Puglia,pubblica,femmine,architettura,2015,93
24627,Puglia,pubblica,femmine,architettura,2016,91
24628,Puglia,pubblica,femmine,architettura,2017,75
24629,Puglia,pubblica,femmine,architettura,2008,277
24630,Puglia,pubblica,femmine,architettura,2009,300
24631,Puglia,pubblica,femmine,architettura,2010,277
24632,Puglia,pubblica,femmine,architettura,2011,254
24633,Puglia,pubblica,femmine,architettura,2012,179
24634,Puglia,pubblica,femmine,architettura,2013,174
24635,Puglia,pubblica,femmine,architettura,2014,174
24636,Puglia,pubblica,femmine,architettura,2015,146
24637,Puglia,pubblica,femmine,architettura,2016,175
24638,Puglia,pubblica,femmine,architettura,2017,154
24759,Basilicata,pubblica,maschi,architettura,2008,26
24760,Basilicata,pubblica,maschi,architettura,2013,0
24761,Basilicata,pubblica,maschi,architettura,2014,0
24762,Basilicata,pubblica,maschi,architettura,2015,0
24763,Basilicata,pubblica,maschi,architettura,2016,23
24764,Basilicata,pubblica,maschi,architettura,2017,20
24765,Basilicata,pubblica,maschi,architettura,2008,23
24766,Basilicata,pubblica,maschi,architettura,2009,27
24767,Basilicata,pubblica,maschi,architettura,2010,19
24768,Basilicata,pubblica,maschi,architettura,2011,18
24769,Basilicata,pubblica,maschi,architettura,2012,25
24770,Basilicata,pubblica,maschi,architettura,2013,10
24771,Basilicata,pubblica,maschi,architettura,2014,7
24772,Basilicata,pubblica,maschi,architettura,2015,14
24773,Basilicata,pubblica,maschi,architettura,2016,32
24774,Basilicata,pubblica,maschi,architettura,2017,32
24775,Basilicata,pubblica,maschi,architettura,2008,49
24776,Basilicata,pubblica,maschi,architettura,2009,27
24777,Basilicata,pubblica,maschi,architettura,2010,19
24778,Basilicata,pubblica,maschi,architettura,2011,18
24779,Basilicata,pubblica,maschi,architettura,2012,25
24780,Basilicata,pubblica,maschi,architettura,2013,10
24781,Basilicata,pubblica,maschi,architettura,2014,7
24782,Basilicata,pubblica,maschi,architettura,2015,14
24783,Basilicata,pubblica,maschi,architettura,2016,55
24784,Basilicata,pubblica,maschi,architettura,2017,52
24785,Basilicata,pubblica,femmine,architettura,2008,24
24786,Basilicata,pubblica,femmine,architettura,2013,0
24787,Basilicata,pubblica,femmine,architettura,2014,0
24788,Basilicata,pubblica,femmine,architettura,2015,0
24789,Basilicata,pubblica,femmine,architettura,2016,14
24790,Basilicata,pubblica,femmine,architettura,2017,8
24791,Basilicata,pubblica,femmine,architettura,2008,34
24792,Basilicata,pubblica,femmine,architettura,2009,23
24793,Basilicata,pubblica,femmine,architettura,2010,32
24794,Basilicata,pubblica,femmine,architettura,2011,36
24795,Basilicata,pubblica,femmine,architettura,2012,21
24796,Basilicata,pubblica,femmine,architettura,2013,19
24797,Basilicata,pubblica,femmine,architettura,2014,28
24798,Basilicata,pubblica,femmine,architettura,2015,27
24799,Basilicata,pubblica,femmine,architettura,2016,26
24800,Basilicata,pubblica,femmine,architettura,2017,26
24801,Basilicata,pubblica,femmine,architettura,2008,58
24802,Basilicata,pubblica,femmine,architettura,2009,23
24803,Basilicata,pubblica,femmine,architettura,2010,32
24804,Basilicata,pubblica,femmine,architettura,2011,36
24805,Basilicata,pubblica,femmine,architettura,2012,21
24806,Basilicata,pubblica,femmine,architettura,2013,19
24807,Basilicata,pubblica,femmine,architettura,2014,28
24808,Basilicata,pubblica,femmine,architettura,2015,27
24809,Basilicata,pubblica,femmine,architettura,2016,40
24810,Basilicata,pubblica,femmine,architettura,2017,34
24915,Calabria,pubblica,maschi,architettura,2008,234
24916,Calabria,pubblica,maschi,architettura,2009,202
24917,Calabria,pubblica,maschi,architettura,2010,152
24918,Calabria,pubblica,maschi,architettura,2011,57
24919,Calabria,pubblica,maschi,architettura,2012,25
24920,Calabria,pubblica,maschi,architettura,2013,17
24921,Calabria,pubblica,maschi,architettura,2014,11
24922,Calabria,pubblica,maschi,architettura,2015,14
24923,Calabria,pubblica,maschi,architettura,2016,8
24924,Calabria,pubblica,maschi,architettura,2017,10
